title,rating,body,review_text,cleaned_text
Slo motion and speedometer problem,4,"Good mobile,good camera but did not contain slo-mo and speedometer functionality in this smart phone also this phone didn't contain the screen recording and call recording function.three finger scroll screenshot function is also not given in this phone but still it is a good phone","Slo motion and speedometer problem Good mobile,good camera but did not contain slo-mo and speedometer functionality in this smart phone also this phone didn't contain the screen recording and call recording function.three finger scroll screenshot function is also not given in this phone but still it is a good phone","Counter({'phone': 4, 'and': 3, 'good': 3, 'this': 3, 'slo': 2, 'speedometer': 2, 'but': 2, 'not': 2, 'contain': 2, 'in': 2, 'also': 2, 'recording': 2, 'function': 2, 'is': 2, 'motion': 1, 'problem': 1, 'mobile': 1, 'camera': 1, 'did': 1, 'mo': 1, 'functionality': 1, 'smart': 1, 'didn': 1, 't': 1, 'the': 1, 'screen': 1, 'call': 1, 'three': 1, 'finger': 1, 'scroll': 1, 'screenshot': 1, 'given': 1, 'still': 1, 'it': 1, 'a': 1})"
Never purchase any product through Amazon.,1,Phone becomes hang many times.Worst product and also worst Amazon because bi want to return it but my return order not accepted by Amazon. I will never buy any product through Amazon and my family members and my friend circle will never buy any product through Amazon..,Never purchase any product through Amazon. Phone becomes hang many times.Worst product and also worst Amazon because bi want to return it but my return order not accepted by Amazon. I will never buy any product through Amazon and my family members and my friend circle will never buy any product through Amazon..,"Counter({'amazon': 5, 'product': 4, 'never': 3, 'any': 3, 'through': 3, 'and': 3, 'my': 3, 'worst': 2, 'return': 2, 'will': 2, 'buy': 2, 'purchase': 1, 'phone': 1, 'becomes': 1, 'hang': 1, 'many': 1, 'times': 1, 'also': 1, 'because': 1, 'bi': 1, 'want': 1, 'to': 1, 'it': 1, 'but': 1, 'order': 1, 'not': 1, 'accepted': 1, 'by': 1, 'i': 1, 'family': 1, 'members': 1, 'friend': 1, 'circle': 1})"
Don't buy this model samsung phone.. Totally waste. I bought worst phone in my life M12 only.,1,Camera is okay. Fingerprint is okay.  Sometimes phone is hanging and still facing network issues. 95% downloading data is not working 100% working uploading data only. Battery is very very worst.  It's drained quickly. M12 is totally waste. Don't buy guys.,Don't buy this model samsung phone.. Totally waste. I bought worst phone in my life M12 only. Camera is okay. Fingerprint is okay.  Sometimes phone is hanging and still facing network issues. 95% downloading data is not working 100% working uploading data only. Battery is very very worst.  It's drained quickly. M12 is totally waste. Don't buy guys.,"Counter({'is': 6, 'phone': 3, 'don': 2, 't': 2, 'buy': 2, 'totally': 2, 'waste': 2, 'worst': 2, 'm12': 2, 'only': 2, 'okay': 2, 'data': 2, 'working': 2, 'very': 2, 'this': 1, 'model': 1, 'samsung': 1, 'i': 1, 'bought': 1, 'in': 1, 'my': 1, 'life': 1, 'camera': 1, 'fingerprint': 1, 'sometimes': 1, 'hanging': 1, 'and': 1, 'still': 1, 'facing': 1, 'network': 1, 'issues': 1, '95': 1, 'downloading': 1, 'not': 1, '100': 1, 'uploading': 1, 'battery': 1, 'it': 1, 's': 1, 'drained': 1, 'quickly': 1, 'guys': 1})"
Good,5,Nice product. Worth money,Good Nice product. Worth money,"Counter({'good': 1, 'nice': 1, 'product': 1, 'worth': 1, 'money': 1})"
Heavy battery,3,The battery is heavy and also used to get heated up at times..samsung phones are better than this model,Heavy battery The battery is heavy and also used to get heated up at times..samsung phones are better than this model,"Counter({'heavy': 2, 'battery': 2, 'the': 1, 'is': 1, 'and': 1, 'also': 1, 'used': 1, 'to': 1, 'get': 1, 'heated': 1, 'up': 1, 'at': 1, 'times': 1, 'samsung': 1, 'phones': 1, 'are': 1, 'better': 1, 'than': 1, 'this': 1, 'model': 1})"
totally mind blowing mobile phone. extraordinary performance in low cost.,5,totally mind blowing mobile phone. extraordinary performance in low cost. There is mild issue like mobile weight only other wise fibulas handset.,totally mind blowing mobile phone. extraordinary performance in low cost. totally mind blowing mobile phone. extraordinary performance in low cost. There is mild issue like mobile weight only other wise fibulas handset.,"Counter({'mobile': 3, 'totally': 2, 'mind': 2, 'blowing': 2, 'phone': 2, 'extraordinary': 2, 'performance': 2, 'in': 2, 'low': 2, 'cost': 2, 'there': 1, 'is': 1, 'mild': 1, 'issue': 1, 'like': 1, 'weight': 1, 'only': 1, 'other': 1, 'wise': 1, 'fibulas': 1, 'handset': 1})"
Battery backup,5,Had ordered for my parents and they just loved it. Camera is ok but battery backup is amazing.,Battery backup Had ordered for my parents and they just loved it. Camera is ok but battery backup is amazing.,"Counter({'battery': 2, 'backup': 2, 'is': 2, 'had': 1, 'ordered': 1, 'for': 1, 'my': 1, 'parents': 1, 'and': 1, 'they': 1, 'just': 1, 'loved': 1, 'it': 1, 'camera': 1, 'ok': 1, 'but': 1, 'amazing': 1})"
More charges applied in credit card statement.,3,I have taken mobile through EMI options during dussera festival season..I am full disappointed with charges what was applied in the credit card as they were not showed while booking mobile so I am really not happy but not sure who has taken hiding charges.,More charges applied in credit card statement. I have taken mobile through EMI options during dussera festival season..I am full disappointed with charges what was applied in the credit card as they were not showed while booking mobile so I am really not happy but not sure who has taken hiding charges.,"Counter({'charges': 3, 'i': 3, 'not': 3, 'applied': 2, 'in': 2, 'credit': 2, 'card': 2, 'taken': 2, 'mobile': 2, 'am': 2, 'more': 1, 'statement': 1, 'have': 1, 'through': 1, 'emi': 1, 'options': 1, 'during': 1, 'dussera': 1, 'festival': 1, 'season': 1, 'full': 1, 'disappointed': 1, 'with': 1, 'what': 1, 'was': 1, 'the': 1, 'as': 1, 'they': 1, 'were': 1, 'showed': 1, 'while': 1, 'booking': 1, 'so': 1, 'really': 1, 'happy': 1, 'but': 1, 'sure': 1, 'who': 1, 'has': 1, 'hiding': 1})"
Waste of money,1,"Very substandard product from SamsungBulk in size,software not updated,pathetic camera,no new features,no return policy.Absolutely disappointed","Waste of money Very substandard product from SamsungBulk in size,software not updated,pathetic camera,no new features,no return policy.Absolutely disappointed","Counter({'no': 2, 'waste': 1, 'of': 1, 'money': 1, 'very': 1, 'substandard': 1, 'product': 1, 'from': 1, 'samsungbulk': 1, 'in': 1, 'size': 1, 'software': 1, 'not': 1, 'updated': 1, 'pathetic': 1, 'camera': 1, 'new': 1, 'features': 1, 'return': 1, 'policy': 1, 'absolutely': 1, 'disappointed': 1})"
Good for low budget and samsung flagship,4,"To be honest reviewBest phone at 9000 budget , that too in samsung flagshipProsBatteryCamera is good as compared to other segments in this rangeConsSlow processorTouch sensitivity is lowToo heavy","Good for low budget and samsung flagship To be honest reviewBest phone at 9000 budget , that too in samsung flagshipProsBatteryCamera is good as compared to other segments in this rangeConsSlow processorTouch sensitivity is lowToo heavy","Counter({'good': 2, 'budget': 2, 'samsung': 2, 'to': 2, 'in': 2, 'is': 2, 'for': 1, 'low': 1, 'and': 1, 'flagship': 1, 'be': 1, 'honest': 1, 'reviewbest': 1, 'phone': 1, 'at': 1, '9000': 1, 'that': 1, 'too': 1, 'flagshipprosbatterycamera': 1, 'as': 1, 'compared': 1, 'other': 1, 'segments': 1, 'this': 1, 'rangeconsslow': 1, 'processortouch': 1, 'sensitivity': 1, 'lowtoo': 1, 'heavy': 1})"
Average.,3,"Cons:-Cheap processor, cheap body, cheap display.Pros:- good ram of 6gb and 128 storage in 13500/-. Good camera quality. Good brand value.","Average. Cons:-Cheap processor, cheap body, cheap display.Pros:- good ram of 6gb and 128 storage in 13500/-. Good camera quality. Good brand value.","Counter({'cheap': 3, 'good': 3, 'average': 1, 'cons': 1, 'processor': 1, 'body': 1, 'display': 1, 'pros': 1, 'ram': 1, 'of': 1, '6gb': 1, 'and': 1, '128': 1, 'storage': 1, 'in': 1, '13500': 1, 'camera': 1, 'quality': 1, 'brand': 1, 'value': 1})"
Overall decent quality,5,1st of all that blue color is awesome 😍. Other features are overall good as a normal user.,Overall decent quality 1st of all that blue color is awesome 😍. Other features are overall good as a normal user.,"Counter({'overall': 2, 'decent': 1, 'quality': 1, '1st': 1, 'of': 1, 'all': 1, 'that': 1, 'blue': 1, 'color': 1, 'is': 1, 'awesome': 1, 'other': 1, 'features': 1, 'are': 1, 'good': 1, 'as': 1, 'a': 1, 'normal': 1, 'user': 1})"
Good one but not good camera,4,Pathetic 48 MP camera and selfie camera too.Rest is all good.Fluidic display.,Good one but not good camera Pathetic 48 MP camera and selfie camera too.Rest is all good.Fluidic display.,"Counter({'good': 3, 'camera': 3, 'one': 1, 'but': 1, 'not': 1, 'pathetic': 1, '48': 1, 'mp': 1, 'and': 1, 'selfie': 1, 'too': 1, 'rest': 1, 'is': 1, 'all': 1, 'fluidic': 1, 'display': 1})"
Just wow,5,Good products and very happyPerformance all good👍Nice oneSamsung is best,Just wow Good products and very happyPerformance all good👍Nice oneSamsung is best,"Counter({'good': 2, 'just': 1, 'wow': 1, 'products': 1, 'and': 1, 'very': 1, 'happyperformance': 1, 'all': 1, 'nice': 1, 'onesamsung': 1, 'is': 1, 'best': 1})"
Overall good for day to day life,4,"I bought this phone for my mother Phone is good considering the price especially its battery lifeOnly drawback is its weight it is around 220 gram. But we got big battery too,So its managable.","Overall good for day to day life I bought this phone for my mother Phone is good considering the price especially its battery lifeOnly drawback is its weight it is around 220 gram. But we got big battery too,So its managable.","Counter({'is': 3, 'its': 3, 'good': 2, 'for': 2, 'day': 2, 'phone': 2, 'battery': 2, 'overall': 1, 'to': 1, 'life': 1, 'i': 1, 'bought': 1, 'this': 1, 'my': 1, 'mother': 1, 'considering': 1, 'the': 1, 'price': 1, 'especially': 1, 'lifeonly': 1, 'drawback': 1, 'weight': 1, 'it': 1, 'around': 1, '220': 1, 'gram': 1, 'but': 1, 'we': 1, 'got': 1, 'big': 1, 'too': 1, 'so': 1, 'managable': 1})"
Waste of money because of battery,1,"Battery life ek din bhi nahi hai, fas gaya ye phone le kar, 6000 mah battery sirf kahne ki hai, bina use k bhi bht tej drain hoti hai. Waste of money because of battery life. Face lock bhi kaam nahi kar raha, password daal kar hi open hota hai","Waste of money because of battery Battery life ek din bhi nahi hai, fas gaya ye phone le kar, 6000 mah battery sirf kahne ki hai, bina use k bhi bht tej drain hoti hai. Waste of money because of battery life. Face lock bhi kaam nahi kar raha, password daal kar hi open hota hai","Counter({'of': 4, 'battery': 4, 'hai': 4, 'bhi': 3, 'kar': 3, 'waste': 2, 'money': 2, 'because': 2, 'life': 2, 'nahi': 2, 'ek': 1, 'din': 1, 'fas': 1, 'gaya': 1, 'ye': 1, 'phone': 1, 'le': 1, '6000': 1, 'mah': 1, 'sirf': 1, 'kahne': 1, 'ki': 1, 'bina': 1, 'use': 1, 'k': 1, 'bht': 1, 'tej': 1, 'drain': 1, 'hoti': 1, 'face': 1, 'lock': 1, 'kaam': 1, 'raha': 1, 'password': 1, 'daal': 1, 'hi': 1, 'open': 1, 'hota': 1})"
"The Samsung Galaxy M12 is affordable, looks good, and has a large battery.",4,"The Samsung Galaxy M12 is affordable, looks good, and has a large battery. for camera 2.5 STAR, battery 5 STAR, charger 5 STAR, OS SPEED 2.5 STAR, HEAVY WEIGHT PHONESASTA ACHA TIKAU","The Samsung Galaxy M12 is affordable, looks good, and has a large battery. The Samsung Galaxy M12 is affordable, looks good, and has a large battery. for camera 2.5 STAR, battery 5 STAR, charger 5 STAR, OS SPEED 2.5 STAR, HEAVY WEIGHT PHONESASTA ACHA TIKAU","Counter({'5': 4, 'star': 4, 'battery': 3, 'the': 2, 'samsung': 2, 'galaxy': 2, 'm12': 2, 'is': 2, 'affordable': 2, 'looks': 2, 'good': 2, 'and': 2, 'has': 2, 'a': 2, 'large': 2, '2': 2, 'for': 1, 'camera': 1, 'charger': 1, 'os': 1, 'speed': 1, 'heavy': 1, 'weight': 1, 'phonesasta': 1, 'acha': 1, 'tikau': 1})"
Very good,5,It is value for money phone in turms of  entertainment and day to day use except side finger sence. Beacause when put it in/out  to your pocket unknowingly you touched the sensormany times.,Very good It is value for money phone in turms of  entertainment and day to day use except side finger sence. Beacause when put it in/out  to your pocket unknowingly you touched the sensormany times.,"Counter({'it': 2, 'in': 2, 'day': 2, 'to': 2, 'very': 1, 'good': 1, 'is': 1, 'value': 1, 'for': 1, 'money': 1, 'phone': 1, 'turms': 1, 'of': 1, 'entertainment': 1, 'and': 1, 'use': 1, 'except': 1, 'side': 1, 'finger': 1, 'sence': 1, 'beacause': 1, 'when': 1, 'put': 1, 'out': 1, 'your': 1, 'pocket': 1, 'unknowingly': 1, 'you': 1, 'touched': 1, 'the': 1, 'sensormany': 1, 'times': 1})"
This phone is just perfect,5,"I liked the fingerprint censor,camera and screen. As screen is very long it helps you with online classes and learn better. It's eye comfort shield feature is really helpful when you want to use your phone for a long time.","This phone is just perfect I liked the fingerprint censor,camera and screen. As screen is very long it helps you with online classes and learn better. It's eye comfort shield feature is really helpful when you want to use your phone for a long time.","Counter({'is': 3, 'phone': 2, 'and': 2, 'screen': 2, 'long': 2, 'it': 2, 'you': 2, 'this': 1, 'just': 1, 'perfect': 1, 'i': 1, 'liked': 1, 'the': 1, 'fingerprint': 1, 'censor': 1, 'camera': 1, 'as': 1, 'very': 1, 'helps': 1, 'with': 1, 'online': 1, 'classes': 1, 'learn': 1, 'better': 1, 's': 1, 'eye': 1, 'comfort': 1, 'shield': 1, 'feature': 1, 'really': 1, 'helpful': 1, 'when': 1, 'want': 1, 'to': 1, 'use': 1, 'your': 1, 'for': 1, 'a': 1, 'time': 1})"
कैमरा,1,इस mobile का कैमरा बहुत ही बकवास हैं कम्पनी द्वारा बताये अनुसार इस फोन का कैमरा काम नहीं करता हैं इसमें first photo इस मोबाइल ki हैं व second photo मेरे realme 6pro ki cilck की हुईं photo हैं mujhe ye product बिलकुल भी पसन्द नहीं आया। मुख्यत कैमरा जो की बिलकुल ही Acha नहीं हैं।,कैमरा इस mobile का कैमरा बहुत ही बकवास हैं कम्पनी द्वारा बताये अनुसार इस फोन का कैमरा काम नहीं करता हैं इसमें first photo इस मोबाइल ki हैं व second photo मेरे realme 6pro ki cilck की हुईं photo हैं mujhe ye product बिलकुल भी पसन्द नहीं आया। मुख्यत कैमरा जो की बिलकुल ही Acha नहीं हैं।,"Counter({'क': 9, 'ह': 8, 'मर': 4, 'म': 4, 'इस': 3, 'र': 3, 'नह': 3, 'photo': 3, 'ब': 3, 'स': 2, 'द': 2, 'व': 2, 'ki': 2, 'लक': 2, 'ल': 2, 'mobile': 1, 'बह': 1, 'त': 1, 'बकव': 1, 'कम': 1, 'पन': 1, 'बत': 1, 'य': 1, 'अन': 1, 'फ': 1, 'न': 1, 'करत': 1, 'इसम': 1, 'first': 1, 'इल': 1, 'second': 1, 'realme': 1, '6pro': 1, 'cilck': 1, 'ई': 1, 'mujhe': 1, 'ye': 1, 'product': 1, 'भ': 1, 'पसन': 1, 'आय': 1, 'ख': 1, 'यत': 1, 'ज': 1, 'acha': 1})"
battry is very poore decrese,1,battry is not good working vey fars decrise this phone have 6000 thousand mah battry but not runing in halp day very frst decrise and also haking problemphone evry time hank over all this phon is faltu dont buy this phon,battry is very poore decrese battry is not good working vey fars decrise this phone have 6000 thousand mah battry but not runing in halp day very frst decrise and also haking problemphone evry time hank over all this phon is faltu dont buy this phon,"Counter({'battry': 3, 'is': 3, 'this': 3, 'very': 2, 'not': 2, 'decrise': 2, 'phon': 2, 'poore': 1, 'decrese': 1, 'good': 1, 'working': 1, 'vey': 1, 'fars': 1, 'phone': 1, 'have': 1, '6000': 1, 'thousand': 1, 'mah': 1, 'but': 1, 'runing': 1, 'in': 1, 'halp': 1, 'day': 1, 'frst': 1, 'and': 1, 'also': 1, 'haking': 1, 'problemphone': 1, 'evry': 1, 'time': 1, 'hank': 1, 'over': 1, 'all': 1, 'faltu': 1, 'dont': 1, 'buy': 1})"
Reasonable,3,"The phone is quite heavy if ur used to using a light one.... this is phone is atleast 3 times heavier than my previous phone. Camera quality is not bad, it is average. For this price I find that pros outweigh than cons outrageously.","Reasonable The phone is quite heavy if ur used to using a light one.... this is phone is atleast 3 times heavier than my previous phone. Camera quality is not bad, it is average. For this price I find that pros outweigh than cons outrageously.","Counter({'is': 5, 'phone': 3, 'this': 2, 'than': 2, 'reasonable': 1, 'the': 1, 'quite': 1, 'heavy': 1, 'if': 1, 'ur': 1, 'used': 1, 'to': 1, 'using': 1, 'a': 1, 'light': 1, 'one': 1, 'atleast': 1, '3': 1, 'times': 1, 'heavier': 1, 'my': 1, 'previous': 1, 'camera': 1, 'quality': 1, 'not': 1, 'bad': 1, 'it': 1, 'average': 1, 'for': 1, 'price': 1, 'i': 1, 'find': 1, 'that': 1, 'pros': 1, 'outweigh': 1, 'cons': 1, 'outrageously': 1})"
